Title,Subtitle,Location,Price per night,Discounted price per night,Price per week,Stars,Number Traveler,Number Room,Number Bed,Number Bathroom,Equipment,url,latitude,longitude,jours reserves,periode reservation,City,Number annonce,euros,type_logement,Test_Equipment
Maisonnette independante avec patio,"Logement entier : maison de ville - Fouras, France","Fouras, Nouvelle-Aquitaine, France",65 EUR ,,616 EUR,,3 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: prive(e)', 'Seche-cheveux', 'Sejours longue duree autorises']",https://www.airbnb.fr/rooms/52977774?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699869321_jq5afGY35LLwX429&previous_page_section_name=1000&federated_search_id=4815830c-8c11-4f7c-b5c9-8de8609bdc4d,45.99105,-1.07988,52,01/06/2024 - 30/09/2024,Fouras,52977774,65,maison,"'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'lave-linge (gratuit) dans le logement', 'patio ou balcon\xa0: prive(e)', 'seche-cheveux', 'sejours longue duree autorises'"
Angoulins : petit nid douillet a 2 pas de la mer !,"Logement entier : maison d'hotes - Angoulins, France","Angoulins, Nouvelle-Aquitaine, France",66 EUR ,,593 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Acces plage\xa0: Public ou partage', 'Cuisine', 'Wifi rapide (203\xa0Mbit/s)', 'Espace de travail dedie', 'Parking gratuit sur place', 'TV HD', 'Climatisation centrale', 'Arriere-cour privee - Cloture integrale']",https://www.airbnb.fr/rooms/51516286?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699869321_x1tQLOGy0SGiHIvH&previous_page_section_name=1000&federated_search_id=4815830c-8c11-4f7c-b5c9-8de8609bdc4d,46.10583,-1.11373,45,01/06/2024 - 30/09/2024,Angoulins,51516286,66,maison,"'acces plage\xa0: public ou partage', 'cuisine', 'wifi rapide (203\xa0mbit/s)', 'espace de travail dedie', 'parking gratuit sur place', 'tv hd', 'climatisation centrale', 'arriere-cour privee - cloture integrale'"
Superbe appartement en residence avec piscine,"Logement entier : appartement en residence - Fouras, France","Fouras, Nouvelle-Aquitaine, France",125 EUR ,,1 054 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Espace de travail dedie', 'Stationnement gratuit dans un garage sur place\xa0: 1\xa0place', 'Piscine Partage', 'Television', 'Ascenseur', 'Lave-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/675019765705723296?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699869321_w1z6ReVNd%2BKTuRJx&previous_page_section_name=1000&federated_search_id=4815830c-8c11-4f7c-b5c9-8de8609bdc4d,45.9834,-1.0909,6,01/06/2024 - 30/09/2024,Fouras,675019765705723296,125,appartement,"'acces plage ou bord de mer', 'cuisine', 'wifi', 'espace de travail dedie', 'stationnement gratuit dans un garage sur place\xa0: 1\xa0place', 'piscine partage', 'television', 'ascenseur', 'lave-linge (gratuit) dans le logement'"
bel appartement a 200 metre de la mer,"Logement entier : appartement - Angoulins, France","Angoulins, Nouvelle-Aquitaine, France",50 EUR ,,428 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Animaux acceptes', 'Television', 'Lave-linge', 'Refrigerateur', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/35027871?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699869321_ffb2qMtA0taDWqOj&previous_page_section_name=1000&federated_search_id=4815830c-8c11-4f7c-b5c9-8de8609bdc4d,46.10244,-1.11146,0,01/06/2024 - 30/09/2024,Angoulins,35027871,50,appartement,"'cuisine', 'wifi', 'parking gratuit dans la rue', 'animaux acceptes', 'television', 'lave-linge', 'refrigerateur', 'four a micro-ondes'"
Charmant studio  coeur  de ville,"Logement entier : appartement - La Rochelle, France",nan,40 EUR,34 EUR ,303 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Acces a la plage', 'Cuisine', 'Television', 'Baignoire', 'Seche-cheveux', 'Refrigerateur', 'Four a micro-ondes', 'Petit dejeuner', ""Stationnement payant a l'exterieur de la propriete""]",https://www.airbnb.fr/rooms/7161155?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699869321_Rxx6mSwuDzBZKDUA&previous_page_section_name=1000&federated_search_id=4815830c-8c11-4f7c-b5c9-8de8609bdc4d,46.16009,-1.15174,30,01/06/2024 - 05/07/2024,nan,7161155,40,appartement,"'acces a la plage', 'cuisine', 'television', 'baignoire', 'seche-cheveux', 'refrigerateur', 'four a micro-ondes', 'petit dejeuner', ""stationnement payant a l'exterieur de la propriete"""
Appartement  100 m  de la plage,"Logement entier : appartement en residence - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",70 EUR ,,635 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Piscine Partage', 'Television', 'Baignoire', 'Seche-cheveux', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/49203992?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699869321_gOx4JsMOgtJeVS10&previous_page_section_name=1000&federated_search_id=4815830c-8c11-4f7c-b5c9-8de8609bdc4d,46.07957,-1.09406,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,49203992,70,appartement,"'cuisine', 'wifi', 'parking gratuit sur place', 'piscine partage', 'television', 'baignoire', 'seche-cheveux', 'four a micro-ondes'"
STUDIO AVEC BALCON PROCHE HYPER CENTRE LA ROCHELLE,"Logement entier : appartement - La Rochelle, France","La Rochelle, Aquitaine-Limousin-Poitou-Charentes, France",42 EUR ,,374 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Vue sur la cour', 'Cuisine', 'Parking gratuit sur place', 'Piscine', 'Television', 'Ascenseur']",https://www.airbnb.fr/rooms/14305396?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699869321_4CVa83147mMGsYFc&previous_page_section_name=1000&federated_search_id=4815830c-8c11-4f7c-b5c9-8de8609bdc4d,46.14482,-1.15527,11,01/06/2024 - 30/09/2024,La Rochelle,14305396,42,appartement,"'vue sur la cour', 'cuisine', 'parking gratuit sur place', 'piscine', 'television', 'ascenseur'"
Appartement plain pied a 200m de la mer.,"Logement entier : appartement - Yves, France","Yves, Nouvelle-Aquitaine, France",88 EUR ,,788 EUR,,5 voyageurs ,1 chambre, 4 lits , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Television', 'Lave-linge', 'Patio ou balcon\xa0: prive(e)', 'Depot de bagages autorise', 'Lit pour bebe']",https://www.airbnb.fr/rooms/48462932?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699869321_5qvP2RUwFUoKVMaK&previous_page_section_name=1000&federated_search_id=4815830c-8c11-4f7c-b5c9-8de8609bdc4d,46.05465,-1.0788,65,01/06/2024 - 30/09/2024,Yves,48462932,88,appartement,"'acces plage ou bord de mer', 'cuisine', 'wifi', 'parking gratuit dans la rue', 'television', 'lave-linge', 'patio ou balcon\xa0: prive(e)', 'depot de bagages autorise', 'lit pour bebe'"
Studio a 80 m de la plage,"Logement entier : logement - Chatelaillon-Plage, France","Chatelaillon-Plage, Poitou-Charentes, France",50 EUR ,,440 EUR,,2 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Acces plage ou bord de mer\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Arriere-cour privee - Cloture integrale', 'Depot de bagages autorise', 'Livres et jouets pour enfants', 'Seche-cheveux']",https://www.airbnb.fr/rooms/7044736?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699866589_pq%2FHtZ7EAYkORJuo&previous_page_section_name=1000&federated_search_id=8ac9b7a1-4b03-445e-8f62-92d3b3320c8b,46.08094,-1.09463,4,01/06/2024 - 30/09/2024,Chatelaillon-Plage,7044736,50,appartement,"'acces plage ou bord de mer\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit sur place', 'arriere-cour privee - cloture integrale', 'depot de bagages autorise', 'livres et jouets pour enfants', 'seche-cheveux'"
Appartement a 200m de la mer,"Logement entier : appartement - Yves, France","Yves, Nouvelle-Aquitaine, France",90 EUR ,,770 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Parking gratuit sur place', 'TV HD', 'Lave-linge', 'Climatisation', 'Depot de bagages autorise', 'Seche-cheveux', 'Refrigerateur', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/933949933847126860?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868709_ABHR3cBIvNe6yLCL&previous_page_section_name=1000&federated_search_id=fa76eba5-5b73-4588-a436-2bbbe58a62ba,46.0542,-1.0761,2,01/06/2024 - 30/09/2024,Yves,933949933847126860,90,appartement,"'acces plage ou bord de mer', 'cuisine', 'parking gratuit sur place', 'tv hd', 'lave-linge', 'climatisation', 'depot de bagages autorise', 'seche-cheveux', 'refrigerateur', 'four a micro-ondes'"
Vacances a Chatelaillon Plage,"Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",90 EUR ,,834 EUR,,3 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Television', 'Seche-cheveux']",https://www.airbnb.fr/rooms/33761656?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868709_Dx4NInndSNZr3nM%2B&previous_page_section_name=1000&federated_search_id=fa76eba5-5b73-4588-a436-2bbbe58a62ba,46.08003,-1.08865,52,01/06/2024 - 30/09/2024,Chatelaillon-Plage,33761656,90,appartement,"'cuisine', 'wifi', 'television', 'seche-cheveux'"
"Appartement Chatelaillon-Plage, 1 piece, 4 pers.","Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",81 EUR ,,575 EUR,,4 voyageurs ,1 chambre, 3 lits , 1 salle de bain,"['Cuisine', 'Piscine', 'Television', 'Lave-linge', 'Refrigerateur', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/37062040?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868100_%2FZ%2B%2FEGRDinEbAcsq&previous_page_section_name=1000&federated_search_id=f071cc52-6e42-41f9-b1f8-ab86747a15c8,46.0769,-1.0919,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,37062040,81,appartement,"'cuisine', 'piscine', 'television', 'lave-linge', 'refrigerateur', 'four a micro-ondes'"
Les beaux reves Benedicte et Marc,"Logement entier : logement - Angoulins, France","Angoulins, Nouvelle-Aquitaine, France",95 EUR ,,811 EUR,,6 voyageurs ,1 chambre, 3 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Television', 'Lave-linge', 'Seche-cheveux', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/48668729?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868100_Up7479srQFEGCwHZ&previous_page_section_name=1000&federated_search_id=f071cc52-6e42-41f9-b1f8-ab86747a15c8,46.10413,-1.10831,0,01/06/2024 - 30/09/2024,Angoulins,48668729,95,logement,"'cuisine', 'wifi', 'television', 'lave-linge', 'seche-cheveux', 'four a micro-ondes'"
Maison de vacances en front de mer - Chatelaillon,"Logement entier - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",122 EUR ,,1 169 EUR,,5 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Vue sur la baie', 'Acces plage ou bord de mer\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit dans la rue', 'Television', 'Livres et jouets pour enfants de Entre 2 et 5\xa0ans, Entre 5 et 10\xa0ans et Plus de 10\xa0ans']",https://www.airbnb.fr/rooms/608458361945360077?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868100_bIFavGXg%2FBsfY%2Flj&previous_page_section_name=1000&federated_search_id=f071cc52-6e42-41f9-b1f8-ab86747a15c8,46.0523,-1.08434,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,608458361945360077,122,maison,"'vue sur la baie', 'acces plage ou bord de mer\xa0: public ou partage', 'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit dans la rue', 'television', 'livres et jouets pour enfants de entre 2 et 5\xa0ans, entre 5 et 10\xa0ans et plus de 10\xa0ans'"
Logement face a la mer 1,"Logement entier : logement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",88 EUR ,,788 EUR,,6 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Espace de travail dedie', 'Parking gratuit sur place', 'Television']",https://www.airbnb.fr/rooms/822430425643666454?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868100_aT5LBepEbhUa7FNq&previous_page_section_name=1000&federated_search_id=f071cc52-6e42-41f9-b1f8-ab86747a15c8,46.05297,-1.08362,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,822430425643666454,88,logement,"'cuisine', 'espace de travail dedie', 'parking gratuit sur place', 'television'"
10mn de LA ROCHELLE STUD. 24 m2 + Pkg   NON FUMEUR,"Logement entier : logement - La Jarne, France","La Jarne, Charente-Maritime, France",42 EUR ,,360 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Acces plage\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Espace de travail dedie', 'Allee de stationnement gratuite sur place\xa0: 1\xa0place', 'Television', 'Patio ou balcon', 'Arriere-cour', 'Cameras de surveillance exterieure et/ou dans les espaces communs']",https://www.airbnb.fr/rooms/34666491?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868100_GMpBhv%2BQX%2BgJtxPh&previous_page_section_name=1000&federated_search_id=f071cc52-6e42-41f9-b1f8-ab86747a15c8,46.12701,-1.07183,11,01/06/2024 - 30/09/2024,La Jarne,34666491,42,logement,"'acces plage\xa0: public ou partage', 'cuisine', 'wifi', 'espace de travail dedie', 'allee de stationnement gratuite sur place\xa0: 1\xa0place', 'television', 'patio ou balcon', 'arriere-cour', 'cameras de surveillance exterieure et/ou dans les espaces communs'"
"Appartement Chatelaillon-Plage, 2 pieces, 4 pers.","Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",113 EUR ,,801 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Television', 'Lave-linge', 'Patio ou balcon\xa0: prive(e)', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/834235817404578840?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868403_hr8HjJNROblevALq&previous_page_section_name=1000&federated_search_id=811750e9-1371-4cfd-b365-89e85fcc32d8,46.0732,-1.0915,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,834235817404578840,113,appartement,"'cuisine', 'television', 'lave-linge', 'patio ou balcon\xa0: prive(e)', 'four a micro-ondes'"
studio a 200metres de la plage,"Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",100 EUR ,,884 EUR,,3 voyageurs ,1 chambre, 3 lits , 1 salle de bain,"['Acces plage ou bord de mer\xa0: Public ou partage', 'Cuisine', 'Parking gratuit sur place', 'Television', 'Ascenseur', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: prive(e)', 'Depot de bagages autorise', 'Lit parapluie (payant)\xa0: disponible sur demande', 'Livres et jouets pour enfants']",https://www.airbnb.fr/rooms/918089516709575816?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868403_5M9%2FVXX0jHGksetV&previous_page_section_name=1000&federated_search_id=811750e9-1371-4cfd-b365-89e85fcc32d8,46.07713669860091,-1.0870855924926008,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,918089516709575816,100,appartement,"'acces plage ou bord de mer\xa0: public ou partage', 'cuisine', 'parking gratuit sur place', 'television', 'ascenseur', 'lave-linge (gratuit) dans le logement', 'patio ou balcon\xa0: prive(e)', 'depot de bagages autorise', 'lit parapluie (payant)\xa0: disponible sur demande', 'livres et jouets pour enfants'"
Logement a deux pas de la mer,"Logement entier : logement - Angoulins, France","Angoulins, Nouvelle-Aquitaine, France",56 EUR ,,492 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Vue sur le jardin', 'Acces plage ou bord de mer\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Climatisation\xa0: systeme split sans evacuation', 'Refrigerateur', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/891175090545207326?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868403_hLIjoIjPuN3O8vSO&previous_page_section_name=1000&federated_search_id=811750e9-1371-4cfd-b365-89e85fcc32d8,46.10514,-1.10243,0,01/06/2024 - 30/09/2024,Angoulins,891175090545207326,56,logement,"'vue sur le jardin', 'acces plage ou bord de mer\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'climatisation\xa0: systeme split sans evacuation', 'refrigerateur', 'four a micro-ondes'"
"Studio 2 etoiles proche port de plaisance, Thermes","Logement entier : appartement en residence - Rochefort, France","Rochefort, Nouvelle-Aquitaine, France",38 EUR,25 EUR ,209 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Vitesse du reseau wifi\xa0: 8\xa0Mbps', 'Parking gratuit sur place', 'Animaux acceptes', 'Television', 'Lave-linge (Gratuit) dans le logement', 'Seche-cheveux', 'Four a micro-ondes', 'Sejours longue duree autorises']",https://www.airbnb.fr/rooms/48901563?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868709_EsAYhnQXFVxHkNht&previous_page_section_name=1000&federated_search_id=fa76eba5-5b73-4588-a436-2bbbe58a62ba,45.94311,-0.95849,22,01/06/2024 - 30/09/2024,Rochefort,48901563,38,appartement,"'cuisine', 'vitesse du reseau wifi\xa0: 8\xa0mbps', 'parking gratuit sur place', 'animaux acceptes', 'television', 'lave-linge (gratuit) dans le logement', 'seche-cheveux', 'four a micro-ondes', 'sejours longue duree autorises'"
La Rochelle studio  ANGOULINS 17690,"Chambre privee dans : logement - Angoulins, France","Angoulins, Poitou-Charentes, France",45 EUR ,,403 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain privee,"['Cuisine', 'Parking gratuit sur place', 'Animaux acceptes', 'Television']",https://www.airbnb.fr/rooms/1271740?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868403_AXkXGYUkGFkMOtqk&previous_page_section_name=1000&federated_search_id=811750e9-1371-4cfd-b365-89e85fcc32d8,46.10606,-1.10761,0,01/06/2024 - 30/09/2024,Angoulins,1271740,45,appartement,"'cuisine', 'parking gratuit sur place', 'animaux acceptes', 'television'"
T2 * Aux portes de La Rochelle,"Logement entier : appartement - Dompierre-sur-Mer, France","Dompierre-sur-Mer, Nouvelle-Aquitaine, France",62 EUR,56 EUR ,478 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit sur place', 'Television', 'Lave-linge (Gratuit) dans le logement', 'Lit parapluie\xa0: toujours dans le logement', 'Chaise haute pliable ou transformable\xa0: toujours dans le logement']",https://www.airbnb.fr/rooms/865642406692952648?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868403_mJiMqy745T9ThcMC&previous_page_section_name=1000&federated_search_id=811750e9-1371-4cfd-b365-89e85fcc32d8,46.1882,-1.0646,52,01/06/2024 - 30/09/2024,Dompierre-sur-Mer,865642406692952648,62,appartement,"'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit sur place', 'television', 'lave-linge (gratuit) dans le logement', 'lit parapluie\xa0: toujours dans le logement', 'chaise haute pliable ou transformable\xa0: toujours dans le logement'"
"LA CARAVELLE 4 
APPARTEMENT
CENTRE CHATELAILLON","Logement entier : appartement en residence - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",90 EUR ,,749 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Wifi', 'Animaux acceptes', 'TV HD', 'Lave-linge (Gratuit) dans le logement', 'Logement fumeur']",https://www.airbnb.fr/rooms/672525789088786035?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868403_wyXHldxH%2F4q8VhCj&previous_page_section_name=1000&federated_search_id=811750e9-1371-4cfd-b365-89e85fcc32d8,46.0734,-1.0908,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,672525789088786035,90,appartement,"'wifi', 'animaux acceptes', 'tv hd', 'lave-linge (gratuit) dans le logement', 'logement fumeur'"
"Appartement Chatelaillon-Plage, 2 pieces, 4 pers.","Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",89 EUR ,,654 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Parking gratuit sur place', 'Piscine', 'Animaux acceptes', 'Television', 'Lave-linge', 'Baignoire', 'Patio ou balcon\xa0: prive(e)', 'Refrigerateur']",https://www.airbnb.fr/rooms/801620730257566494?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868709_IOQH1mJ3Y2kFg0%2Ft&previous_page_section_name=1000&federated_search_id=fa76eba5-5b73-4588-a436-2bbbe58a62ba,46.0769,-1.0919,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,801620730257566494,89,appartement,"'cuisine', 'parking gratuit sur place', 'piscine', 'animaux acceptes', 'television', 'lave-linge', 'baignoire', 'patio ou balcon\xa0: prive(e)', 'refrigerateur'"
Maisonnette a Yves,"Logement entier : appartement - Yves, France","Yves, Nouvelle-Aquitaine, France",76 EUR ,,686 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Acces plage\xa0: Public ou partage', 'Wifi', 'Parking gratuit dans la rue', 'Animaux acceptes', 'TV HD 40"" avec Chromecast, Netflix', 'Lave-linge', 'Four a micro-ondes', 'Sejours longue duree autorises']",https://www.airbnb.fr/rooms/50519965?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868709_O3TR61%2BL6pifnuGR&previous_page_section_name=1000&federated_search_id=fa76eba5-5b73-4588-a436-2bbbe58a62ba,46.05671,-1.07086,30,01/06/2024 - 30/09/2024,Yves,50519965,76,appartement,"'acces plage\xa0: public ou partage', 'wifi', 'parking gratuit dans la rue', 'animaux acceptes', 'tv hd 40"" avec chromecast, netflix', 'lave-linge', 'four a micro-ondes', 'sejours longue duree autorises'"
Loue studio a 3 km de la mer,"Logement entier : logement - Saint-Vivien, France","Saint-Vivien, Nouvelle-Aquitaine, France",65 EUR ,,557 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptes', 'Television', 'Lave-linge']",https://www.airbnb.fr/rooms/834490979864320046?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868709_p32VXCWq4HWS5Zoi&previous_page_section_name=1000&federated_search_id=fa76eba5-5b73-4588-a436-2bbbe58a62ba,46.0795,-1.0517,0,01/06/2024 - 30/09/2024,Saint-Vivien,834490979864320046,65,appartement,"'cuisine', 'wifi', 'parking gratuit sur place', 'animaux acceptes', 'television', 'lave-linge'"
L appart  du centre Ville de Chatelaillon  Plage,"Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",107 EUR ,,935 EUR,,4 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit dans la rue', 'Animaux acceptes', 'Television', 'Lave-linge', 'Seche-cheveux']",https://www.airbnb.fr/rooms/34294523?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868709_SF6NJ0dfsHXMhHLy&previous_page_section_name=1000&federated_search_id=fa76eba5-5b73-4588-a436-2bbbe58a62ba,46.0742,-1.0918,59,01/06/2024 - 30/09/2024,Chatelaillon-Plage,34294523,107,appartement,"'acces plage ou bord de mer', 'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit dans la rue', 'animaux acceptes', 'television', 'lave-linge', 'seche-cheveux'"
La Grange 3*** Gite de charme a 10 mn des plages,"Logement entier : logement - Thaire, France","Thaire, Nouvelle-Aquitaine, France",115 EUR ,,953 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Vue sur la cour', 'Vue sur le jardin', 'Acces plage\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Espace de travail dedie', 'Allee de stationnement gratuite sur place\xa0: 1\xa0place', ""Piscine Prive exterieure (disponible a certaines periodes, heures d'ouverture specifiques, bache de piscine, chauffee)"", ""Jacuzzi prive\xa0: disponible a certaines periodes, heures d'ouverture specifiques""]",https://www.airbnb.fr/rooms/48255666?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868709_BlBfmfyi2WipJA96&previous_page_section_name=1000&federated_search_id=fa76eba5-5b73-4588-a436-2bbbe58a62ba,46.06488,-0.98459,0,01/06/2024 - 30/09/2024,Thaire,48255666,115,gite,"'vue sur la cour', 'vue sur le jardin', 'acces plage\xa0: public ou partage', 'cuisine', 'wifi', 'espace de travail dedie', 'allee de stationnement gratuite sur place\xa0: 1\xa0place', ""piscine prive exterieure (disponible a certaines periodes, heures d'ouverture specifiques, bache de piscine, chauffee)"", ""jacuzzi prive\xa0: disponible a certaines periodes, heures d'ouverture specifiques"""
"Appartement Chatelaillon-Plage, 2 pieces, 4 pers.","Logement entier : appartement - Chatelaillon-Plage, France","Chatelaillon-Plage, Nouvelle-Aquitaine, France",94 EUR ,,692 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Piscine', 'Television', 'Refrigerateur']",https://www.airbnb.fr/rooms/23525690?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868709_fSFV8Uw2Lb3q4le%2B&previous_page_section_name=1000&federated_search_id=fa76eba5-5b73-4588-a436-2bbbe58a62ba,46.0754,-1.0931,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,23525690,94,appartement,"'cuisine', 'piscine', 'television', 'refrigerateur'"
La petite maison Verte,"Logement entier : logement - Thaire, France","Thaire, Nouvelle-Aquitaine, France",80 EUR ,,744 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Acces a la plage', 'Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit sur place', 'Television', 'Lave-linge', 'Seche-linge', 'Patio ou balcon\xa0: prive(e)']",https://www.airbnb.fr/rooms/891329469521768126?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1699868403_m6pSSytu86oeIRuV&previous_page_section_name=1000&federated_search_id=811750e9-1371-4cfd-b365-89e85fcc32d8,46.08515,-1.01972,0,01/06/2024 - 30/09/2024,Thaire,891329469521768126,80,maison,"'acces a la plage', 'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit sur place', 'television', 'lave-linge', 'seche-linge', 'patio ou balcon\xa0: prive(e)'"
